ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
102154,Jean-Christophe Andr Jrme Rolland,M,28,190,90,France,FRA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Bronze
102154,Jean-Christophe Andr Jrme Rolland,M,32,190,90,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Gold
102157,Kevin Rolland,M,24,178,65,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Bronze
102175,Brianna Rollins,F,24,165,59,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Gold
102177,"Kenneth Herman ""Kenny"" Rollins",M,24,183,79,United States,USA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Gold
102189,Brian Lee Rolston,M,28,188,95,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
102190,Gillian Rolton,F,36,170,60,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
102190,Gillian Rolton,F,40,170,60,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
102195,Diana Romagnoli (-Takouk),F,23,187,68,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Silver
102201,Ada Nabila Romn Arroyo,F,24,169,64,Mexico,MEX,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,Silver
102206,Euro Federico Roman,M,27,174,68,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
102206,Euro Federico Roman,M,27,174,68,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
102214,Mauro Roman,M,26,178,69,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
102239,Aleksandr Anatolyevich Romankov,M,22,178,72,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",Silver
102239,Aleksandr Anatolyevich Romankov,M,26,178,72,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",Bronze
102239,Aleksandr Anatolyevich Romankov,M,26,178,72,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",Silver
102239,Aleksandr Anatolyevich Romankov,M,34,178,72,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",Bronze
102239,Aleksandr Anatolyevich Romankov,M,34,178,72,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",Gold
102248,Marco Romano,M,27,182,70,Italy,ITA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Silver
102255,Leonid Mikhaylovich Romanov,M,25,175,78,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Silver
102257,Viktor Yegorovich Romanov,M,22,178,77,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
102260,Yana Sergeyevna Romanova,F,30,166,61,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
102261,Yelena Nikolayevna Romanova (Malykina-),F,29,163,51,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 3,000 metres",Gold
102263,Vladimir Vatslavovich Romanovsky,M,19,170,75,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
102263,Vladimir Vatslavovich Romanovsky,M,19,170,75,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
102267,Oleg Ivanovich Romantsev,M,26,178,75,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Bronze
102272,Romrio de Souza Faria,M,22,169,65,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
102276,Svetlana Alekseyevna Romashina,F,18,173,57,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102276,Svetlana Alekseyevna Romashina,F,22,173,57,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
102276,Svetlana Alekseyevna Romashina,F,22,173,57,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102276,Svetlana Alekseyevna Romashina,F,26,173,57,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
102276,Svetlana Alekseyevna Romashina,F,26,173,57,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102278,Nina Apollonovna Romashkova-Ponomaryova,F,23,173,84,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Gold
102278,Nina Apollonovna Romashkova-Ponomaryova,F,27,173,84,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Discus Throw,Bronze
102278,Nina Apollonovna Romashkova-Ponomaryova,F,31,173,84,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Discus Throw,Gold
102280,Olga Vladimirovna Romasko,F,29,168,60,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
102282,Fernando Romay Pereiro,M,24,212,110,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
102283,Fulgencia Romay Martnez,F,24,165,58,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
102283,Fulgencia Romay Martnez,F,28,165,58,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
102285,Rodolfo Rombaldoni,M,27,193,85,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
102290,Hinrich Peter Romeike,M,45,175,69,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
102290,Hinrich Peter Romeike,M,45,175,69,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
102292,Oksana Viktorovna Romenskaya,F,32,190,90,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
102308,Diego Emilio Romero Paschetta,M,33,170,70,Italy,ITA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's One Person Dinghy,Bronze
102313,Iker Romero Fernndez,M,28,196,104,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
102321,Leticia Romero Gonzlez,F,21,177,62,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
102324,Maikro Eusebio Romero Esquivel,M,23,165,48,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,Gold
102324,Maikro Eusebio Romero Esquivel,M,27,165,48,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,Bronze
102331,Ormari Romero Turcas,M,28,196,86,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
102335,Rebecca Jayne Romero,F,24,182,73,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
102335,Rebecca Jayne Romero,F,28,182,73,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold
102339,Sergio Germn Romero,M,21,191,86,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
102343,Yoel Romero Palacios,M,23,175,84,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
102355,Igor Anatolyevich Romishevsky,M,27,177,80,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
102355,Igor Anatolyevich Romishevsky,M,31,177,80,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
102356,Gianni Petrus Cornelis Romme,M,24,190,85,Netherlands,NED,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
102356,Gianni Petrus Cornelis Romme,M,24,190,85,Netherlands,NED,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
102356,Gianni Petrus Cornelis Romme,M,28,190,85,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
102364,"Berend ""Bert"" Romp",M,33,173,65,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
102369,Rmulo Borges Monteiro,M,21,184,80,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
102372,Bjrn Einar Romren,M,24,183,64,Norway,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
102377,"Ronaldo Luiz Nazrio ""Ronaldinho"" de Lima",M,19,183,81,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze
102378,"Ronaldo ""Ronaldinho"" de Asss Moreira",M,28,180,76,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
102385,Ildik Rnay-Matuscsk,F,26,162,55,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Women's Foil, Team",Silver
102386,Luigi Roncaglia,M,21,178,77,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
102386,Luigi Roncaglia,M,25,178,77,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
102394,Benjamin Rondeau,M,24,197,99,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
102405,Brett Nicholas Roneberg,M,25,185,93,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
102411,Mikko Tapani Ronkainen,M,27,166,64,Finland,FIN,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver
102418,Bernt Assar Rnnlund,M,28,177,68,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
102418,Bernt Assar Rnnlund,M,28,177,68,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
102418,Bernt Assar Rnnlund,M,32,177,68,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
102421,Peter Kipchumba Rono,M,21,162,54,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Gold
102427,Olena Ivanivna Ronzhyna-Morozova,F,25,184,76,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls,Silver
102438,Giaan Leigh Rooney,F,17,175,63,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
102438,Giaan Leigh Rooney,F,17,175,63,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
102438,Giaan Leigh Rooney,F,21,175,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
102439,Martyn Joseph Rooney,M,21,198,81,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
102440,Natalie Rooney,F,28,181,95,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Silver
102441,Sean Michael Rooney,M,25,206,100,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
102458,"Jonathan Edward ""Jon"" Root",M,24,195,93,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold
102459,Maria Elisabeth Rooth,F,22,176,72,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
102459,Maria Elisabeth Rooth,F,26,176,72,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
102464,"Donald Stephen ""Don"" Rope",M,26,178,70,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
102464,"Donald Stephen ""Don"" Rope",M,31,178,70,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
102471,Mauri Uolevi Rppnen,M,26,176,71,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
102492,Giuseppe Ros,M,22,180,81,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Heavyweight,Bronze
102494,Andria Rosa de Andrade,F,24,172,63,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
102507,"Carmo ""Rosa Branca"" de Souza",M,20,190,89,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Bronze
102507,"Carmo ""Rosa Branca"" de Souza",M,24,190,89,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
102515,Simone Rosalba,M,24,196,89,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
102518,Mauro Damin Rosales,M,23,171,68,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
102520,Rosana dos Santos Augusto,F,22,173,64,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
102520,Rosana dos Santos Augusto,F,26,173,64,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
102534,Joan Ann Rosazza,F,19,170,59,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
102536,Marcel Roca,M,24,181,78,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Silver
102537,Petre Roca,M,57,170,67,Romania,ROU,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
102538,Valeria Roca-Rcil (-van Grningen),F,23,176,74,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Double Sculls,Bronze
102538,Valeria Roca-Rcil (-van Grningen),F,27,176,74,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Single Sculls,Gold
102541,Michael Rsch,M,22,184,78,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
102553,Deanne Rose,F,17,160,62,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
102563,Iain Murray Rose,M,17,185,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,Gold
102563,Iain Murray Rose,M,17,185,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
102563,Iain Murray Rose,M,17,185,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
102563,Iain Murray Rose,M,21,185,80,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,Gold
102563,Iain Murray Rose,M,21,185,80,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
102563,Iain Murray Rose,M,21,185,80,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
102565,Ralph Waldo Rose,M,20,195,115,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Shot Put,Gold
102565,Ralph Waldo Rose,M,20,195,115,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Discus Throw,Silver
102565,Ralph Waldo Rose,M,20,195,115,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Bronze
102565,Ralph Waldo Rose,M,24,195,115,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Shot Put,Gold
102565,Ralph Waldo Rose,M,28,195,115,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Shot Put,Silver
102565,Ralph Waldo Rose,M,28,195,115,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Shot Put, Both Hands",Gold
102566,Shane Rose,M,35,181,80,Australia,AUS,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
102566,Shane Rose,M,43,181,80,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
102568,Sylvia Rose (Mller-),F,25,154,40,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Gold
102571,Roseli do Carmo Gustavo,F,24,180,69,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver
102572,Roseli de Belo,F,34,156,56,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
102599,"Heidemarie ""Heide"" Rosendahl (-Ecker)",F,25,174,69,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
102599,"Heidemarie ""Heide"" Rosendahl (-Ecker)",F,25,174,69,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Long Jump,Gold
102599,"Heidemarie ""Heide"" Rosendahl (-Ecker)",F,25,174,69,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Pentathlon,Silver
102603,"Fanny ""Bobby"" Rosenfeld",F,23,169,61,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 100 metres,Silver
102603,"Fanny ""Bobby"" Rosenfeld",F,23,169,61,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
102616,Edil Albert Rosenqvist,M,27,174,86.5,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
102616,Edil Albert Rosenqvist,M,31,174,86.5,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
102618,Anneli Susanne Christina Rosenqvist (-Nilsson),F,24,170,65,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
102618,Anneli Susanne Christina Rosenqvist (-Nilsson),F,28,170,65,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
102625,Virginio Rosetta,M,26,170,71,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Bronze
102629,Anatoly Aleksandrovich Roshchin,M,32,187,100,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
102629,Anatoly Aleksandrovich Roshchin,M,36,187,100,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
102629,Anatoly Aleksandrovich Roshchin,M,40,187,100,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
102631,Nadezhda Nikolayevna Roshchina,F,22,184,89,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Silver
102632,Tatyana Aleksandrovna Roshchina (-Rodionova),F,23,174,70,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver
102638,Vinko Rosi,M,23,185,92,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Silver
102653,Jrg Rokopf,M,23,182,72,Germany,GER,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,Silver
102653,Jrg Rokopf,M,27,182,72,Germany,GER,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Singles,Bronze
102661,Lennart Brje Roslund,M,26,187,85,Sweden,SWE,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Silver
102663,"Christina Roslyng (-Christiansen, -Kirke)",F,22,169,60,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
102670,Petr Rosol,M,27,178,78,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
102672,Massimiliano Edgar Rosolino,M,22,192,88,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,Bronze
102672,Massimiliano Edgar Rosolino,M,22,192,88,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,Silver
102672,Massimiliano Edgar Rosolino,M,22,192,88,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,Gold
102672,Massimiliano Edgar Rosolino,M,26,192,88,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
102679,April Elizabeth Ross,F,30,185,75,United States-2,USA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
102679,April Elizabeth Ross,F,34,185,75,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
102697,Kyla Briana Ross,F,15,157,45,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
102731,Marc Rosset,M,21,200,88,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,Gold
102733,Bruno Mario Rossetti,M,31,179,80,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Skeet,Bronze
102734,Gabriele Rossetti,M,21,176,65,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Gold
102738,Antonio Rossi,M,23,186,84,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
102738,Antonio Rossi,M,27,186,84,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold
102738,Antonio Rossi,M,27,186,84,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
102738,Antonio Rossi,M,31,186,84,Italy,ITA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
102738,Antonio Rossi,M,35,186,84,Italy,ITA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
102746,Dante Rossi,M,23,191,89,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Gold
102758,Jessica Rossi,F,20,168,59,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,Shooting Women's Trap,Gold
102762,Lucas Rafael Rossi,M,31,188,88,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
102763,Mariana Rossi,F,29,169,64,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
102777,Galliano Rossini,M,29,172,87,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Shooting,Shooting Men's Trap,Gold
102777,Galliano Rossini,M,33,172,87,Italy,ITA,1960 Summer,1960,Summer,Roma,Shooting,Shooting Men's Trap,Silver
102779,Salvatore Rossini,M,30,185,82,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
102788,Petra Rossner,F,25,174,64,Germany,GER,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold
102797,Christina Rost (Mbert-),F,23,171,62,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Silver
102797,Christina Rost (Mbert-),F,27,171,62,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Bronze
102799,Klaus-Jrgen Rost,M,24,168,70,Germany,GER,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
102801,Peter Rost,M,29,183,84,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Gold
102805,Kianoush Rostami,M,21,177,85,Iran,IRI,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
102805,Kianoush Rostami,M,25,177,85,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
102814,Hanna Mykolavna Rostova (-Mazur),F,25,180,76,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Silver
102815,Pavel Aleksandrovich Rostovtsev,M,34,187,80,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
102818,Monica Rou,F,17,153,44,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
102818,Monica Rou,F,17,153,44,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,Gold
102823,Alfredo Rota,M,25,190,78,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Gold
102823,Alfredo Rota,M,33,190,78,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Bronze
